번호,측정망,도시,측정지점,지역,측정연도,분기,주간9시,주간12시,주간16시,주간20시,주간평균,야간23시,야간01시,야간평균
2894,지방,인천광역시,두산인프라코어 앞,도로,2023,2,75.5,71.8,70.6,70.1,72,64.4,64.2,64
2895,지방,인천광역시,두산인프라코어 앞,도로,2023,3,64.5,66.2,65.7,68.8,66,57.4,55.2,56
2896,지방,인천광역시,두산인프라코어 앞,도로,2023,4,74.3,72.7,75.1,69,73,64.8,63.5,64
2897,지방,인천광역시,인천시립박물관 입구,일반,2023,1,69.9,51.9,62,52.8,59,49.6,48.9,49
2898,지방,인천광역시,인천시립박물관 입구,일반,2023,2,53.8,49.2,48.6,48.1,50,44.7,43.5,44
2899,지방,인천광역시,인천시립박물관 입구,일반,2023,3,64.251,65.733,63.116,61.203,64,58.902,54.185,57
2900,지방,인천광역시,인천시립박물관 입구,일반,2023,4,51.3,48.8,54.7,47.1,50,45.7,44.4,45
2901,지방,인천광역시,인천상륙작전기념관 전망대 앞,일반,2023,1,56,55.5,54.4,52.9,55,46.3,46,46
2902,지방,인천광역시,인천상륙작전기념관 전망대 앞,일반,2023,2,47.6,53.1,49.9,48.6,50,41.2,40.3,41
2903,지방,인천광역시,인천상륙작전기념관 전망대 앞,일반,2023,3,64.897,64.271,63.211,62.37,64,58.494,55.788,57
2904,지방,인천광역시,인천상륙작전기념관 전망대 앞,일반,2023,4,57.6,46.7,53.9,46.2,51,43.8,42.3,43
2905,지방,인천광역시,흥륜사 입구,일반,2023,1,51.9,47,48.1,46.3,48,44.5,42.8,44
2906,지방,인천광역시,흥륜사 입구,일반,2023,2,51.5,53.2,51.9,47.4,51,42.1,43.9,43
2907,지방,인천광역시,흥륜사 입구,일반,2023,3,62.066,60.365,62.379,59.273,61,54.341,46.382,50
2908,지방,인천광역시,흥륜사 입구,일반,2023,4,50.2,49.2,53.8,46.9,50,44,39.6,42
2909,지방,인천광역시,성균관추어탕 앞,도로,2023,1,68.5,65.7,67,65.2,67,62.5,61,62
2910,지방,인천광역시,성균관추어탕 앞,도로,2023,2,68.1,65.8,66.4,64.5,66,62.5,60.8,62
2911,지방,인천광역시,성균관추어탕 앞,도로,2023,3,72.9,65.3,65.6,64.1,67,57.9,55.9,57
2912,지방,인천광역시,성균관추어탕 앞,도로,2023,4,67,64.8,66.3,64.2,66,63,60.5,62
2913,지방,인천광역시,영락요양원 본관 앞,도로,2023,1,61,59.2,60.6,60.3,60,53.7,51.2,52
2914,지방,인천광역시,영락요양원 본관 앞,도로,2023,2,59.2,59.6,59.4,57.2,59,55.6,52.4,54
2915,지방,인천광역시,영락요양원 본관 앞,도로,2023,3,64.3,63.6,64,60.7,63,57.1,55.1,56
2916,지방,인천광역시,영락요양원 본관 앞,도로,2023,4,61.6,59.8,60.3,60.4,61,55.2,52.8,54
2917,지방,인천광역시,삼성럭키아파트 103동 앞,일반,2023,1,55.9,50,60.7,48.4,54,45.3,41.2,43
2918,지방,인천광역시,삼성럭키아파트 103동 앞,일반,2023,2,51.9,51.2,57.4,50.5,53,43.8,41.2,43
2919,지방,인천광역시,삼성럭키아파트 103동 앞,일반,2023,3,65.287,63.703,64.794,60.858,64,55.945,54.004,55
2920,지방,인천광역시,삼성럭키아파트 103동 앞,일반,2023,4,54.5,56.6,56.5,52,55,44.3,45,45
2921,지방,인천광역시,대우삼환아파트 108동 앞,일반,2023,1,54.9,55.1,53.6,50.6,54,47.2,46.3,47
2922,지방,인천광역시,대우삼환아파트 108동 앞,일반,2023,2,69.4,50.7,51.8,49.5,55,44.7,41,43
2923,지방,인천광역시,대우삼환아파트 108동 앞,일반,2023,3,62.1,61.2,60.2,59.6,61,42.5,49.6,46
2924,지방,인천광역시,대우삼환아파트 108동 앞,일반,2023,4,50.1,51.7,51,47.4,50,42.9,40.9,42
2925,지방,인천광역시,대우삼환아파트 111동 앞,일반,2023,1,58,55.5,56.5,54.5,56,52.3,48.6,50
2926,지방,인천광역시,대우삼환아파트 111동 앞,일반,2023,2,52.7,49.5,50.5,49.5,51,46.3,43.9,45
2927,지방,인천광역시,대우삼환아파트 111동 앞,일반,2023,3,61.3,60.3,59.6,58.6,60,45.6,50.6,48
2928,지방,인천광역시,대우삼환아파트 111동 앞,일반,2023,4,53.4,53.8,54.3,52.7,54,46.8,43.7,45
2929,지방,인천광역시,대우삼환아파트 정문,도로,2023,1,70.7,70.4,70,70.1,70,66.7,62.6,65
2930,지방,인천광역시,대우삼환아파트 정문,도로,2023,2,67.6,67.6,67.9,66.8,67,64,59.1,62
2931,지방,인천광역시,대우삼환아파트 정문,도로,2023,3,61.6,63.9,62.1,61.1,62,55.6,52.4,54
2932,지방,인천광역시,대우삼환아파트 정문,도로,2023,4,70.4,69.9,70.4,69.2,70,66.3,63.9,65
2933,지방,인천광역시,대우삼환아파트 후문,도로,2023,1,65.2,62.4,64.3,62.5,64,59.3,54.2,57
2934,지방,인천광역시,대우삼환아파트 후문,도로,2023,2,71.9,63.8,63.3,65.6,66,59.3,53.7,57
2935,지방,인천광역시,대우삼환아파트 후문,도로,2023,3,70.2,69.7,69.6,70.9,70,70.3,68.5,69
2936,지방,인천광역시,대우삼환아파트 후문,도로,2023,4,64.9,64,65.3,63.9,65,61,58.7,60
2937,지방,인천광역시,가천대학교 메디컬캠퍼스 앞,일반,2023,1,58.7,60.4,58.8,58.4,59,58.5,54.6,57
2938,지방,인천광역시,가천대학교 메디컬캠퍼스 앞,일반,2023,2,59.6,59.3,59.2,65,61,54.5,52.2,53
2939,지방,인천광역시,가천대학교 메디컬캠퍼스 앞,일반,2023,3,64.288,60.99,63.469,61.503,63,56.163,50.214,53
2940,지방,인천광역시,가천대학교 메디컬캠퍼스 앞,일반,2023,4,59.1,61.7,59.1,59.2,60,56.3,53.3,55
2941,지방,인천광역시,가천관 앞,일반,2023,1,61,62.1,61.7,60.2,61,58.4,55.2,57
2942,지방,인천광역시,가천관 앞,일반,2023,2,59.3,62.6,60.1,71.3,63,58.3,54.7,57
2943,지방,인천광역시,가천관 앞,일반,2023,3,60.5,64.062,64.974,62.779,63,58.339,52.318,55
2944,지방,인천광역시,가천관 앞,일반,2023,4,58,66,59.3,57.7,60,54.9,53.8,54
2945,지방,인천광역시,가천대길병원 뇌과학연구소 옆,일반,2023,1,59.3,58.5,60.9,56.3,59,55.8,52.8,54
2946,지방,인천광역시,가천대길병원 뇌과학연구소 옆,일반,2023,2,61.7,60.2,60.2,66.9,62,54.2,54.1,54
2947,지방,인천광역시,가천대길병원 뇌과학연구소 옆,일반,2023,3,74.173,73.486,73.445,73.207,74,71.806,68.052,70
2948,지방,인천광역시,가천대길병원 뇌과학연구소 옆,일반,2023,4,60.4,61.6,58.5,56.2,59,54.5,53.9,54
2949,지방,인천광역시,가천어린이병원 버스정류장 앞,도로,2023,1,66,67.2,66.5,67.1,67,64.7,61,63
2950,지방,인천광역시,가천어린이병원 버스정류장 앞,도로,2023,2,64,66.2,64.7,71,66,62.7,58.3,61
2951,지방,인천광역시,가천어린이병원 버스정류장 앞,도로,2023,3,70.8,68.6,68.3,70.2,69,68.7,66.5,68
2952,지방,인천광역시,가천어린이병원 버스정류장 앞,도로,2023,4,65,68.3,65.7,64.5,66,62.1,60.1,61
2953,지방,인천광역시,가천대길병원 국민검진센터 앞,도로,2023,1,66,67.2,66.5,67.1,67,64.7,61,63
2954,지방,인천광역시,가천대길병원 국민검진센터 앞,도로,2023,2,70,71.7,70.6,77.8,73,68.3,65.6,67
2955,지방,인천광역시,가천대길병원 국민검진센터 앞,도로,2023,3,67.3,68.5,68.3,66,68,64.4,57.3,61
2956,지방,인천광역시,가천대길병원 국민검진센터 앞,도로,2023,4,70.9,73,70.2,70.6,71,69.6,65.3,67
2957,지방,인천광역시,더샵퍼스트 앞,일반,2023,1,58.6,64.7,60.8,61.1,61,55.5,52.9,54
2958,지방,인천광역시,더샵퍼스트 앞,일반,2023,2,59,59.6,59.6,58.4,59,55.3,55.8,56
2959,지방,인천광역시,더샵퍼스트 앞,일반,2023,3,62.1,61.5,59.6,58.7,60,57.2,59.8,59
2960,지방,인천광역시,더샵퍼스트 앞,일반,2023,4,59.3,60.2,60.8,59.3,60,56.8,53.5,55
2961,지방,인천광역시,한일빌딩 앞,일반,2023,1,59.6,60.8,61.7,61.9,61,60.5,59.3,60
2962,지방,인천광역시,한일빌딩 앞,일반,2023,2,59.5,58.9,59.9,61.2,60,58.9,60.5,60
2963,지방,인천광역시,한일빌딩 앞,일반,2023,3,63,63.5,66,60.4,63,55.4,58.8,57
2964,지방,인천광역시,한일빌딩 앞,일반,2023,4,60.4,60.3,60.1,61.7,61,59.3,58.5,59
2965,지방,인천광역시,센트라움오피스텔 앞,일반,2023,1,59.3,60.3,60,59.6,60,57,51.5,54
2966,지방,인천광역시,센트라움오피스텔 앞,일반,2023,2,59.6,59.2,58.8,57.6,59,55.5,55.2,55
2967,지방,인천광역시,센트라움오피스텔 앞,일반,2023,3,61,61.7,67.5,61.8,63,53.5,58.6,56
2968,지방,인천광역시,센트라움오피스텔 앞,일반,2023,4,60.1,58.1,59.2,57.5,59,55.9,54.2,55
2969,지방,인천광역시,유가네한우곰탕 앞,도로,2023,1,76.1,73.4,74.9,73.9,75,72.9,68.1,71
2970,지방,인천광역시,유가네한우곰탕 앞,도로,2023,2,70.6,70.3,70.7,70.3,70,69.2,65.1,67
2971,지방,인천광역시,유가네한우곰탕 앞,도로,2023,3,63.2,60.4,59.7,61.1,61,50.4,52.2,51
2972,지방,인천광역시,유가네한우곰탕 앞,도로,2023,4,70.9,70.4,71,70.1,71,68,65,67
2973,지방,인천광역시,리더스타워 앞,도로,2023,1,75.2,71.8,73.1,72.7,73,74.9,66.6,71
2974,지방,인천광역시,리더스타워 앞,도로,2023,2,67.3,67.2,68.1,67.3,67,68,64.3,66
2975,지방,인천광역시,리더스타워 앞,도로,2023,3,57.4,58.2,59.1,57.8,58,53.2,54,54
2976,지방,인천광역시,리더스타워 앞,도로,2023,4,68.5,67.6,69.6,67.7,68,65.2,65.7,65
2977,지방,인천광역시,무궁화빌라 앞,일반,2023,1,51.7,53.2,50.6,51.5,52,49.3,47,48
2978,지방,인천광역시,무궁화빌라 앞,일반,2023,2,56.7,56.6,55.3,51.3,55,52.3,48.2,50
2979,지방,인천광역시,무궁화빌라 앞,일반,2023,3,61.1,58.4,61,59.8,60,54.5,52,53
2980,지방,인천광역시,무궁화빌라 앞,일반,2023,4,63.6,53.4,53.5,51.8,56,47.1,48.5,48
2981,지방,인천광역시,휴빌라 앞,일반,2023,1,55.3,55.3,58.8,53,56,53.3,46.7,50
2982,지방,인천광역시,휴빌라 앞,일반,2023,2,58.2,56.1,58.8,55.5,57,52.8,46.6,50
2983,지방,인천광역시,휴빌라 앞,일반,2023,3,63.2,57.6,59.8,62.3,61,52.6,51.6,52
2984,지방,인천광역시,휴빌라 앞,일반,2023,4,56.1,54.3,55.4,54.8,55,49.2,48.4,49
2985,지방,인천광역시,부평2동성당 앞,일반,2023,1,51.2,49.4,48.5,49.1,50,44.4,45.4,45
2986,지방,인천광역시,부평2동성당 앞,일반,2023,2,54.7,58.5,57.8,55.4,57,46.1,45.7,46
2987,지방,인천광역시,부평2동성당 앞,일반,2023,3,67.8,61.2,61.5,65.6,64,55.6,60.5,58
2988,지방,인천광역시,부평2동성당 앞,일반,2023,4,54.5,52.7,51.3,49.4,52,44.3,44.9,45
2989,지방,인천광역시,부일여자중학교 입구,도로,2023,1,68.2,66,66.1,64.2,66,61.6,58.2,60
2990,지방,인천광역시,부일여자중학교 입구,도로,2023,2,64.5,64.7,69.1,61.6,65,60.5,54.8,58
2991,지방,인천광역시,부일여자중학교 입구,도로,2023,3,67,67.1,66.4,65.5,67,63.1,55.8,59
2992,지방,인천광역시,부일여자중학교 입구,도로,2023,4,65.1,63.2,64.4,67.3,65,59.9,56.2,58
2993,지방,인천광역시,소명교회 입구,도로,2023,1,65.5,63.1,63.4,62.4,64,59.3,55.8,58
2994,지방,인천광역시,소명교회 입구,도로,2023,2,64.2,64.4,68.7,60.3,64,60.2,54.1,57
2995,지방,인천광역시,소명교회 입구,도로,2023,3,56.7,58,54.2,57.6,57,51.9,52.1,52
2996,지방,인천광역시,소명교회 입구,도로,2023,4,64.4,63.5,63.7,66.9,65,58.8,56.1,57
2997,지방,인천광역시,경인교육대학교 도서관 앞,일반,2023,1,49.3,58.2,55.8,55.1,55,39.9,36.7,38
2998,지방,인천광역시,경인교육대학교 도서관 앞,일반,2023,2,55,57.6,54.3,54.9,55,38.8,45.7,42
2999,지방,인천광역시,경인교육대학교 도서관 앞,일반,2023,3,64.073,66.98,67.115,64.718,66,59.868,50.848,55
3000,지방,인천광역시,경인교육대학교 도서관 앞,일반,2023,4,52,61.7,58.4,54.6,57,42.4,42.3,42
3001,지방,인천광역시,이레쉐르빌 앞,일반,2023,1,64.1,53.6,53.5,49.1,55,45.6,43.4,45
3002,지방,인천광역시,이레쉐르빌 앞,일반,2023,2,52.8,57.8,53.3,49.1,53,46.7,42.7,45
3003,지방,인천광역시,이레쉐르빌 앞,일반,2023,3,67.237,61.602,63.567,58.696,63,55.221,49.608,52
3004,지방,인천광역시,이레쉐르빌 앞,일반,2023,4,53,54.8,60,52.3,55,46.8,45.3,46
3005,지방,인천광역시,신원빌라 앞,일반,2023,1,53.2,49.8,53.9,47.7,51,44.7,44.3,45
3006,지방,인천광역시,신원빌라 앞,일반,2023,2,48.8,52.7,48.6,49.7,50,40.4,41.5,41
3007,지방,인천광역시,신원빌라 앞,일반,2023,3,68.335,68.694,67.987,63.317,67,59.053,58.108,59
3008,지방,인천광역시,신원빌라 앞,일반,2023,4,52.9,61,62.9,46.7,56,46.3,42.4,44
3009,지방,인천광역시,경인교육대학교 인천캠퍼스 정문,도로,2023,1,60.2,62.6,63.6,59.4,61,56.1,51.2,54
3010,지방,인천광역시,경인교육대학교 인천캠퍼스 정문,도로,2023,2,62.3,61.6,61.6,58.8,61,54.8,48.3,52
3011,지방,인천광역시,경인교육대학교 인천캠퍼스 정문,도로,2023,3,62.2,62.8,60.1,61.3,62,48.7,51,50
3012,지방,인천광역시,경인교육대학교 인천캠퍼스 정문,도로,2023,4,60.4,62.6,67.2,61.4,63,57.4,51.9,55
3013,지방,인천광역시,동명빌라 앞,도로,2023,1,62.7,62,63.2,61,62,57.8,52.1,55
3014,지방,인천광역시,동명빌라 앞,도로,2023,2,63.6,61.1,62.2,60.1,62,56,48.8,52
3015,지방,인천광역시,동명빌라 앞,도로,2023,3,62.5,59.9,58,61.1,60,51.3,52.9,52
3016,지방,인천광역시,동명빌라 앞,도로,2023,4,62.4,61.4,68.3,60.5,63,55.9,55.1,56
3017,지방,인천광역시,크리스탈타운 5동 앞,일반,2023,1,81.3,60.1,69.5,60.2,68,59.3,55.7,58
3018,지방,인천광역시,크리스탈타운 5동 앞,일반,2023,2,58.9,57.9,57.6,57.1,58,53.3,52.8,53
3019,지방,인천광역시,크리스탈타운 5동 앞,일반,2023,3,65.4,65.7,66,63.8,65,62.5,56.3,59
3020,지방,인천광역시,크리스탈타운 5동 앞,일반,2023,4,58.1,58.4,59.8,56.8,58,56.2,50.6,53
3021,지방,인천광역시,성웅산호타운 109동 앞,일반,2023,1,68.4,59.1,60,57.9,61,54.2,52.6,53
3022,지방,인천광역시,성웅산호타운 109동 앞,일반,2023,2,62.1,63,61.1,58.1,61,54.4,53.2,54
3023,지방,인천광역시,성웅산호타운 109동 앞,일반,2023,3,55.6,55.8,56.4,60.6,57,54,47.2,51
3024,지방,인천광역시,성웅산호타운 109동 앞,일반,2023,4,61.5,60.9,60.6,62.5,61,55.4,53.1,54
3025,지방,인천광역시,보석아트빌 102동 앞,일반,2023,1,55.5,49,55.6,47.7,52,46.5,45.1,46
3026,지방,인천광역시,보석아트빌 102동 앞,일반,2023,2,52.8,51.7,56.4,47.7,52,43.9,41.6,43
3027,지방,인천광역시,보석아트빌 102동 앞,일반,2023,3,62,61.6,63.1,62.6,62,57,53,55
3028,지방,인천광역시,보석아트빌 102동 앞,일반,2023,4,54.2,48.9,53.8,49.9,52,47.5,41.4,44
3029,지방,인천광역시,가나안교회 앞,도로,2023,1,64.3,62.5,63.2,61.4,63,59.3,54.6,57
3030,지방,인천광역시,가나안교회 앞,도로,2023,2,63.4,63.2,63,61,63,57.1,53.3,55
3031,지방,인천광역시,가나안교회 앞,도로,2023,3,60.2,62.4,61.3,60.9,61,54.1,55.6,55
3032,지방,인천광역시,가나안교회 앞,도로,2023,4,64.1,62.6,64,63.5,64,58.5,52.9,56
3033,지방,인천광역시,보문상사 앞,도로,2023,1,71.5,70.7,71.4,70,71,66.9,64.1,66
3034,지방,인천광역시,보문상사 앞,도로,2023,2,70,70.3,70.9,69.5,70,65.4,63.5,64
3035,지방,인천광역시,보문상사 앞,도로,2023,3,56.8,56.6,56.7,55.5,56,50.8,48.4,50
3036,지방,인천광역시,보문상사 앞,도로,2023,4,70.6,69.6,70.5,69.3,70,65.7,64.4,65
3037,지방,인천광역시,가좌 119 안전센터 앞,일반,2023,1,64.8,64.2,67.6,76.8,68,58.7,55.7,57
3038,지방,인천광역시,가좌 119 안전센터 앞,일반,2023,2,63.2,61.8,62.6,58.3,61,52,51.6,52
3039,지방,인천광역시,가좌 119 안전센터 앞,일반,2023,3,65.9,68.1,66.5,67.6,67,68.2,60.8,65
3040,지방,인천광역시,가좌 119 안전센터 앞,일반,2023,4,61.3,64.5,63,58.3,62,53.4,51.2,52
3041,지방,인천광역시,현대자동차 인천서비스센터 앞,일반,2023,1,65,63.9,64.8,60.9,64,61.5,61.5,62
3042,지방,인천광역시,현대자동차 인천서비스센터 앞,일반,2023,2,61.9,59.6,63.3,55.6,60,53.5,53.4,53
3043,지방,인천광역시,현대자동차 인천서비스센터 앞,일반,2023,3,67.8,69.4,68.8,69.3,69,68.6,61.7,65
3044,지방,인천광역시,현대자동차 인천서비스센터 앞,일반,2023,4,61.5,60.8,63.3,60.7,62,55.8,51.1,53
3045,지방,인천광역시,연우 후문,일반,2023,1,65.1,62.9,65,64.1,64,62.3,59.8,61
3046,지방,인천광역시,연우 후문,일반,2023,2,65.4,65.4,65.5,64.6,65,64.6,64.6,65
3047,지방,인천광역시,연우 후문,일반,2023,3,66,65,66.9,65.6,66,63.1,57.7,60
3048,지방,인천광역시,연우 후문,일반,2023,4,66.8,65.8,67.5,65.4,66,64.1,64.6,64
3049,지방,인천광역시,코오롱인더스트리인천공장 입구,도로,2023,1,74.6,74.3,71.9,73.4,74,72.3,71.1,72
3050,지방,인천광역시,코오롱인더스트리인천공장 입구,도로,2023,2,73.4,73.2,73,72.3,73,71.2,70,71
3051,지방,인천광역시,코오롱인더스트리인천공장 입구,도로,2023,3,66.1,65,67.4,69.1,67,58.8,56.3,58
3052,지방,인천광역시,코오롱인더스트리인천공장 입구,도로,2023,4,73.4,73.6,73.1,73.5,73,71.9,70.6,71
3053,지방,인천광역시,예수중심교회 앞,도로,2023,1,81.6,78.2,77.3,77,79,75.5,74.1,75
3054,지방,인천광역시,예수중심교회 앞,도로,2023,2,73.1,72.5,72.7,72.4,73,70.9,69.4,70
3055,지방,인천광역시,예수중심교회 앞,도로,2023,3,64,63.2,62.9,64.1,64,57.3,58.8,58
3056,지방,인천광역시,예수중심교회 앞,도로,2023,4,72.9,72.7,72.6,72.2,73,71.2,69.8,71
3057,지방,광주광역시,장동로 23-16,일반,2023,1,54.4,58.2,56.3,57.1,57,52.2,49.7,51
3058,지방,광주광역시,장동로 23-16,일반,2023,2,55.3,57,59.2,58.9,58,53.7,52.2,53
3059,지방,광주광역시,장동로 23-16,일반,2023,3,57.6,57.1,56.5,57.4,57,56.5,54.9,56
3060,지방,광주광역시,장동로 23-16,일반,2023,4,56.7,58.6,59.3,56.7,58,58.3,51.3,55
3061,지방,광주광역시,장동로 32,일반,2023,1,51.8,53.8,54.9,55.5,54,47.9,46.8,47
3062,지방,광주광역시,장동로 32,일반,2023,2,54,52.1,54.1,55.5,54,51.6,47.3,49
3063,지방,광주광역시,장동로 32,일반,2023,3,53.1,59.3,59.6,52.5,56,40.7,41.9,41
3064,지방,광주광역시,장동로 32,일반,2023,4,57.2,55.6,55.9,58.8,57,52.3,49.9,51
3065,지방,광주광역시,제봉로82번길 26,일반,2023,1,52.2,54.4,54.6,54.4,54,49.3,46.6,48
3066,지방,광주광역시,제봉로82번길 26,일반,2023,2,49.3,50,55.2,54.7,52,45.7,40.6,43
3067,지방,광주광역시,제봉로82번길 26,일반,2023,3,52.9,56.2,58.5,57.2,56,51.3,45,48
3068,지방,광주광역시,제봉로82번길 26,일반,2023,4,59,53.3,55.9,56.1,56,52.1,47.3,50
3069,지방,광주광역시,제봉로110번길 10,도로,2023,1,52.5,51.6,52.3,54.5,53,48.6,47.9,48
3070,지방,광주광역시,제봉로110번길 10,도로,2023,2,56.7,55.4,57.3,55.5,56,55.2,50.6,53
3071,지방,광주광역시,제봉로110번길 10,도로,2023,4,57.3,58.2,56.9,56.3,57,53.1,50.1,52
3072,지방,광주광역시,백서로 208,도로,2023,1,58.4,59.1,59.9,59.5,59,54.1,45.2,50
3073,지방,광주광역시,백서로 208,도로,2023,2,61.3,60.9,63.3,61.1,62,57.6,48.5,53
3074,지방,광주광역시,백서로 208,도로,2023,4,61.4,62.3,60.7,62.7,62,57.3,48.3,53
3075,지방,광주광역시,화정로279번길 20-1,일반,2023,1,50.2,53.4,51.2,50.9,51,51.7,45.9,49
3076,지방,광주광역시,화정로279번길 20-1,일반,2023,2,51.8,53,52.5,49.7,52,45.8,44.4,45
3077,지방,광주광역시,화정로279번길 20-1,일반,2023,3,54.7,48,52.1,45,50,54.8,35.2,45
3078,지방,광주광역시,화정로279번길 20-1,일반,2023,4,50.7,52.4,49.6,50.9,51,47.3,44.5,46
3079,지방,광주광역시,대남대로450번길 4-1,일반,2023,1,56.1,55.4,54.5,56.2,56,53,47.8,50
3080,지방,광주광역시,대남대로450번길 4-1,일반,2023,2,55.4,52.8,55.7,57.5,55,50.8,48.8,50
3081,지방,광주광역시,대남대로450번길 4-1,일반,2023,3,55.9,58.3,60.1,58.9,58,58.2,57.5,58
3082,지방,광주광역시,대남대로450번길 4-1,일반,2023,4,56.1,56.3,53.7,56.8,56,51.5,46.8,49
3083,지방,광주광역시,화정로280번길 3,일반,2023,1,51.4,54.3,52.2,51,52,48.8,45.5,47
3084,지방,광주광역시,화정로280번길 3,일반,2023,2,53.7,51.4,53.4,52.1,53,48.9,43.8,46
3085,지방,광주광역시,화정로280번길 3,일반,2023,3,53.8,54.1,56.3,57.8,56,54.1,49.6,52
3086,지방,광주광역시,화정로280번길 3,일반,2023,4,53.1,53.9,54.3,53.9,54,47.9,45.7,47
3087,지방,광주광역시,대남대로 465,도로,2023,1,72.9,71.3,70.3,70.3,71,68.9,66.3,68
3088,지방,광주광역시,대남대로 465,도로,2023,2,68.3,69,69.2,67,68,67.9,66.5,67
3089,지방,광주광역시,대남대로 465,도로,2023,3,63.2,66.9,64.3,52.1,62,47.2,43.2,45
3090,지방,광주광역시,대남대로 465,도로,2023,4,70.3,69.9,68.7,71.4,70,69.5,63.1,66
3091,지방,광주광역시,대남대로 432,도로,2023,1,70,69.9,69.6,70.3,70,69.5,65.7,68
3092,지방,광주광역시,대남대로 432,도로,2023,2,69.8,69.6,69,69,69,68.3,65.7,67
3093,지방,광주광역시,대남대로 432,도로,2023,3,60.4,65.3,63.2,56.7,61,53,49.7,51
3094,지방,광주광역시,대남대로 432,도로,2023,4,71,69.6,69.5,70.3,70,68,64.6,66
3095,지방,광주광역시,양림로 37(기독병원장례식장 앞),일반,2023,1,55.1,57.7,58.2,55.4,57,51.8,49.5,51
3096,지방,광주광역시,양림로 37(기독병원장례식장 앞),일반,2023,2,54.1,59.1,58.4,58.8,58,52.9,48.6,51
3097,지방,광주광역시,양림로 37(기독병원장례식장 앞),일반,2023,3,59.4,66.4,66.4,64.6,64,55.4,52.2,54
